Lead PI,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM45799 DSEESF14I,12/4/2015,12/4/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45799 DSEESF14I,12/5/2015,12/5/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,12/3/2015,12/3/2015,11/30/2015,183,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,1/10/2016,12/3/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,1/16/2016,12/3/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,1/31/2016,12/3/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,,12/3/2015,11/30/2015,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,12/4/2015,12/4/2015,11/30/2015,52,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,,12/4/2015,11/30/2015,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,12/5/2015,12/5/2015,11/30/2015,24,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,1/8/2016,12/5/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Body,CAM45800 DSEESF14J,,12/5/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,,12/5/2015,11/30/2015,2,Electronic - Short Form,Web
Treadclimber,CAM45800 DSEESF14J,,12/5/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,12/6/2015,12/6/2015,11/30/2015,11,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,12/7/2015,12/6/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,,12/6/2015,11/30/2015,7,Electronic - Short Form,Web
Treadclimber,CAM47441 DSETSF15B,12/3/2015,12/3/2015,11/30/2015,2,Electronic - Short Form,Web
Treadclimber,CAM47441 DSETSF15B,12/4/2015,12/4/2015,11/30/2015,1,Electronic - Short Form,Web
Bowflex Selecttech Dumbbells,CAM1154 DEGSAWBFG_BFX,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM11920 SAWWEBST,,12/4/2015,11/30/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM11920 SAWWEBST,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM11920 SAWWEBST,,12/5/2015,11/30/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM11920 SAWWEBST,,12/6/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,12/3/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Body,CAM127 1800BOWFLEX_BFC,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,,12/3/2015,11/30/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM127 1800BOWFLEX_BFC,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,12/4/2015,12/4/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Body,CAM127 1800BOWFLEX_BFC,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,,12/4/2015,11/30/2015,5,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM127 1800BOWFLEX_BFC,,12/4/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,12/5/2015,12/5/2015,11/30/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,,12/5/2015,11/30/2015,6,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM127 1800BOWFLEX_BFC,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM127 1800BOWFLEX_BFC,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,12/6/2015,12/6/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,,12/6/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,,12/4/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM129 1800BOWFLEX_BST,,12/5/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM132 1800BOWFLEX_CAT,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM132 1800BOWFLEX_CAT,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,12/3/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,12/4/2015,12/4/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM133 1800BOWFLEX_TRC,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,12/4/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,12/5/2015,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM133 1800BOWFLEX_TRC,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,12/6/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM136 1800NAUTILUS_BFX,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16414 DEGBFTRC,12/3/2015,12/3/2015,11/30/2015,74,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,12/4/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,1/22/2016,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,12/3/2015,11/30/2015,24,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,12/4/2015,12/4/2015,11/30/2015,71,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,12/4/2015,11/30/2015,21,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,12/5/2015,12/5/2015,11/30/2015,27,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,12/12/2015,12/5/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,12/5/2015,11/30/2015,23,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,12/6/2015,12/6/2015,11/30/2015,28,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,12/14/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM16414 DEGBFTRC,,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16414 DEGBFTRC,,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,12/6/2015,11/30/2015,28,Electronic - UnSourced,Web
Bowflex Body,CAM16616 DEGBFBHG,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,12/3/2015,11/30/2015,5,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,12/4/2015,11/30/2015,2,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,12/5/2015,11/30/2015,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,12/6/2015,11/30/2015,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Catalog,CAM23584 degcfootlinkbf,12/3/2015,12/3/2015,11/30/2015,4,Electronic - UnSourced,Web
Bowflex Catalog,CAM23584 degcfootlinkbf,12/4/2015,12/4/2015,11/30/2015,3,Electronic - UnSourced,Web
Bowflex Catalog,CAM23584 degcfootlinkbf,12/5/2015,12/5/2015,11/30/2015,3,Electronic - UnSourced,Web
Bowflex Catalog,CAM23584 degcfootlinkbf,12/6/2015,12/6/2015,11/30/2015,4,Electronic - UnSourced,Web
Bowflex Catalog,CAM23586 degcfootlinkst,12/3/2015,12/3/2015,11/30/2015,2,Electronic - UnSourced,Web
Bowflex Catalog,CAM23586 degcfootlinkst,12/4/2015,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Catalog,CAM23587 degcfootlinktc,12/3/2015,12/3/2015,11/30/2015,8,Electronic - UnSourced,Web
Bowflex Catalog,CAM23587 degcfootlinktc,12/4/2015,12/4/2015,11/30/2015,7,Electronic - UnSourced,Web
Bowflex Catalog,CAM23587 degcfootlinktc,12/5/2015,12/5/2015,11/30/2015,7,Electronic - UnSourced,Web
Bowflex Catalog,CAM23587 degcfootlinktc,12/6/2015,12/6/2015,11/30/2015,18,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,12/3/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,,12/3/2015,11/30/2015,11,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,12/4/2015,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM23877 degd1sitest,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,,12/4/2015,11/30/2015,8,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,12/5/2015,12/5/2015,11/30/2015,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM23877 degd1sitest,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,,12/5/2015,11/30/2015,16,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,12/6/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM23877 degd1sitest,,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,,12/6/2015,11/30/2015,21,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,12/3/2015,12/3/2015,11/30/2015,14,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,12/4/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,12/9/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM23879 degt1sitetc,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,12/3/2015,11/30/2015,13,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,12/4/2015,12/4/2015,11/30/2015,26,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,12/4/2015,11/30/2015,12,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,12/5/2015,12/5/2015,11/30/2015,8,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,12/5/2015,11/30/2015,10,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,12/6/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,12/9/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,12/6/2015,11/30/2015,14,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM25756 DEGSAWBFG,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Revolution,CAM25756 DEGSAWBFG,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM25756 DEGSAWBFG,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM25756 DEGSAWBFG,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM28771 degg1siteg,12/3/2015,12/3/2015,11/30/2015,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,12/3/2015,11/30/2015,7,Electronic - UnSourced,Web
Bowflex Revolution,CAM28771 degg1siteg,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM28771 degg1siteg,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,12/4/2015,11/30/2015,8,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,12/5/2015,12/5/2015,11/30/2015,4,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,12/8/2015,12/5/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,12/5/2015,11/30/2015,6,Electronic - UnSourced,Web
Bowflex Revolution,CAM28771 degg1siteg,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM28771 degg1siteg,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,12/6/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,12/6/2015,11/30/2015,8,Electronic - UnSourced,Web
Treadclimber,CAM28771 degg1siteg,,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Catalog,CAM31725 degclinkunv,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,,12/3/2015,11/30/2015,5,Electronic - UnSourced,Web
Bowflex Revolution,CAM32136 deggbhg,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM32136 deggbhg,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,12/4/2015,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,,12/4/2015,11/30/2015,10,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM32136 deggbhg,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,12/5/2015,12/5/2015,11/30/2015,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,,12/5/2015,11/30/2015,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,,12/6/2015,11/30/2015,4,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM32136 deggbhg,,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM34888 degdbst,12/3/2015,12/3/2015,11/30/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM34888 degdbst,,12/3/2015,11/30/2015,6,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM34888 degdbst,12/4/2015,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM34888 degdbst,,12/4/2015,11/30/2015,6,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM34888 degdbst,12/5/2015,12/5/2015,11/30/2015,4,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM34888 degdbst,,12/5/2015,11/30/2015,9,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM34888 degdbst,,12/6/2015,11/30/2015,16,Electronic - UnSourced,Web
Treadclimber,CAM40760 ICATHOME,12/4/2015,12/4/2015,11/30/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM40760 ICATHOME,12/5/2015,12/5/2015,11/30/2015,1,Electronic - UnSourced,Web
Nautilus,CAM41189 degemax,12/3/2015,12/3/2015,11/30/2015,264,Electronic - UnSourced,Call Center Internal
Nautilus,CAM41189 degemax,12/8/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Nautilus,CAM41189 degemax,12/4/2015,12/4/2015,11/30/2015,72,Electronic - UnSourced,Call Center Internal
Nautilus,CAM41189 degemax,12/5/2015,12/5/2015,11/30/2015,30,Electronic - UnSourced,Call Center Internal
Nautilus,CAM41189 degemax,12/6/2015,12/6/2015,11/30/2015,48,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM41189 degemax,12/9/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,12/10/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,12/12/2015,12/3/2015,11/30/2015,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,12/13/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,12/21/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,1/8/2016,12/3/2015,11/30/2015,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,1/20/2016,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,1/25/2016,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM41189 degemax,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,,12/3/2015,11/30/2015,274,Electronic - UnSourced,Web
Nautilus,CAM41189 degemax,,12/3/2015,11/30/2015,22,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,1/5/2016,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,1/11/2016,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,2/14/2016,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM41189 degemax,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,,12/4/2015,11/30/2015,115,Electronic - UnSourced,Web
Nautilus,CAM41189 degemax,,12/4/2015,11/30/2015,22,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM41189 degemax,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,,12/5/2015,11/30/2015,77,Electronic - UnSourced,Web
Nautilus,CAM41189 degemax,,12/5/2015,11/30/2015,31,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,12/11/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,12/15/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,,12/6/2015,11/30/2015,112,Electronic - UnSourced,Web
Nautilus,CAM41189 degemax,,12/6/2015,11/30/2015,39,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,12/6/2015,11/30/2015,2,Electronic - UnSourced,Web
Bowflex Catalog,CAM4219 SAWWEBTC_BFC,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM4220 SAWWEBTC_BFX,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,12/3/2015,11/30/2015,5,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44236 SAWMAX,,12/3/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,12/3/2015,11/30/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,12/4/2015,11/30/2015,10,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,12/5/2015,12/5/2015,11/30/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,12/5/2015,11/30/2015,6,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,12/6/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,12/6/2015,11/30/2015,10,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,12/6/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Third Party Call Center - Evolve
Treadclimber,CAM44236 SAWMAX,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44236 SAWMAX,12/5/2015,12/5/2015,11/30/2015,1,Electronic - UnSourced,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44236 SAWMAX,,12/6/2015,11/30/2015,2,Electronic - UnSourced,Third Party Call Center - Evolve
Treadclimber,CAM44236 SAWMAX,,12/6/2015,11/30/2015,1,Electronic - UnSourced,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44433 dege1sitemx,12/3/2015,12/3/2015,11/30/2015,81,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,12/4/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,12/11/2015,12/3/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,,12/3/2015,11/30/2015,32,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,12/4/2015,12/4/2015,11/30/2015,31,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,,12/4/2015,11/30/2015,34,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,12/4/2015,11/30/2015,3,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,12/5/2015,12/5/2015,11/30/2015,17,Electronic - UnSourced,Web
Bowflex Body,CAM44433 dege1sitemx,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,,12/5/2015,11/30/2015,22,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,12/5/2015,11/30/2015,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,12/6/2015,12/6/2015,11/30/2015,19,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,12/7/2015,12/6/2015,11/30/2015,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,,12/6/2015,11/30/2015,45,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,12/6/2015,11/30/2015,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,12/3/2015,11/30/2015,4,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,12/3/2015,11/30/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,12/4/2015,12/4/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,12/4/2015,11/30/2015,4,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44626 1800BOWFLEX_BMT,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,12/4/2015,11/30/2015,6,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,12/5/2015,12/5/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Body,CAM44626 1800BOWFLEX_BMT,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,12/6/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,12/6/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Body,CAM6025 SAWWEBTC,,12/3/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,12/3/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,12/4/2015,11/30/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,12/5/2015,11/30/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,12/6/2015,11/30/2015,3,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,12/4/2015,11/30/2015,1,Electronic - UnSourced,Third Party Call Center - Evolve
Treadclimber,CAM6025 SAWWEBTC,12/6/2015,12/6/2015,11/30/2015,4,Electronic - UnSourced,Third Party Call Center - Evolve
Treadclimber,CAM6110 SAWGOOGTC,,12/3/2015,11/30/2015,3,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,,12/4/2015,11/30/2015,1,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,,12/5/2015,11/30/2015,3,Online,Call Center Internal
