20477681,,PO-9080,2,8007402,,2,133,12/21/2015,
20477681,,PO-9080,3,CARTONS_CN,,3,2,12/21/2015,
20477682,,PO-9081,1,8007401,,1,133,12/21/2015,
20477682,,PO-9081,2,8007402,,2,133,12/21/2015,
20477682,,PO-9081,3,CARTONS_CN,,3,2,12/21/2015,
20477783,,PO-9082,1,8007401,,1,133,12/21/2015,
20477783,,PO-9082,2,8007402,,2,133,12/21/2015,
20477783,,PO-9082,3,CARTONS_CN,,3,2,12/21/2015,
20477784,,PO-9083,1,8007043,In Transit,1,77,10/30/2015,10/2/2015
20477784,,PO-9083,2,8006989,In Transit,2,77,10/30/2015,10/2/2015
20477784,,PO-9083,3,CARTONS_CN,,3,1,11/9/2015,
20477785,,PO-9084,1,8007043,In Transit,1,77,11/5/2015,10/9/2015
20477785,,PO-9084,2,8006989,In Transit,2,77,11/5/2015,10/9/2015
20477785,,PO-9084,3,CARTONS_CN,In Transit,3,1,11/5/2015,10/9/2015
20477786,,PO-9085,1,8007043,In Transit,1,77,11/5/2015,10/9/2015
20477786,,PO-9085,2,8006989,In Transit,2,77,11/5/2015,10/9/2015
20477786,,PO-9085,3,CARTONS_CN,In Transit,3,1,11/5/2015,10/9/2015
20477787,,PO-9086,1,8007043,In Transit,1,77,11/12/2015,10/14/2015
20477787,,PO-9086,2,8006989,In Transit,2,77,11/12/2015,10/14/2015
20477787,,PO-9086,3,CARTONS_CN,In Transit,3,1,11/12/2015,10/14/2015
20477888,,PO-9087,1,8007043,In Transit,1,77,11/12/2015,10/14/2015
20477888,,PO-9087,2,8006989,In Transit,2,77,11/12/2015,10/14/2015
20477888,,PO-9087,3,CARTONS_CN,In Transit,3,1,11/12/2015,10/14/2015
20477889,,PO-9088,1,8007043,In Transit,1,77,11/12/2015,10/14/2015
20477889,,PO-9088,2,8006989,In Transit,2,77,11/12/2015,10/14/2015
20477889,,PO-9088,3,CARTONS_CN,In Transit,3,1,11/12/2015,10/14/2015
20477890,,PO-9089,1,8007043,In Transit,1,77,11/19/2015,10/21/2015
20477890,,PO-9089,2,8006989,In Transit,2,77,11/19/2015,10/21/2015
20477890,,PO-9089,3,CARTONS_CN,In Transit,3,1,11/19/2015,10/21/2015
20477891,,PO-9090,1,8007043,,1,77,12/20/2015,
20477891,,PO-9090,2,8006989,,2,77,12/20/2015,
20477891,,PO-9090,3,CARTONS_CN,,3,1,12/20/2015,
20477892,,PO-9091,1,8007043,,1,77,12/20/2015,
20477892,,PO-9091,2,8006989,,2,77,12/20/2015,
20477892,,PO-9091,3,CARTONS_CN,,3,1,12/20/2015,
20477893,,PO-9092,1,8007043,In Transit,1,77,11/21/2015,10/24/2015
20477893,,PO-9092,2,8006989,In Transit,2,77,11/21/2015,10/24/2015
20477893,,PO-9092,3,CARTONS_CN,In Transit,3,1,11/21/2015,10/24/2015
20477894,,PO-9093,1,8007043,,1,77,12/21/2015,
20477894,,PO-9093,2,8006989,,2,77,12/21/2015,
20477894,,PO-9093,3,CARTONS_CN,,3,1,12/21/2015,
20477895,,PO-9094,1,8007043,In Transit,1,77,11/19/2015,10/21/2015
20477895,,PO-9094,2,8006989,In Transit,2,77,11/19/2015,10/21/2015
20477895,,PO-9094,3,CARTONS_CN,In Transit,3,1,11/19/2015,10/21/2015
20477896,,PO-9095,1,8007043,In Transit,1,77,11/19/2015,10/21/2015
20477896,,PO-9095,2,8006989,In Transit,2,77,11/19/2015,10/21/2015
20477896,,PO-9095,3,CARTONS_CN,In Transit,3,1,11/19/2015,10/21/2015
20477897,,PO-9096,1,8007043,,1,77,12/21/2015,
20477897,,PO-9096,2,8006989,,2,77,12/21/2015,
20477897,,PO-9096,3,CARTONS_CN,,3,1,12/21/2015,
20477898,,PO-9097,1,8007043,,1,77,12/21/2015,
20477898,,PO-9097,2,8006989,,2,77,12/21/2015,
20477898,,PO-9097,3,CARTONS_CN,,3,1,12/21/2015,
20477899,,PO-9098,1,8007043,,1,77,12/21/2015,
20477899,,PO-9098,2,8006989,,2,77,12/21/2015,
20477899,,PO-9098,3,CARTONS_CN,,3,1,12/21/2015,
20488576,,PO-9099,1,Pallets,,1,400,7/14/2015,
20488576,,PO-9099,2,Pallets,,2,250,7/17/2015,
20506533,,PO-9103,1,Pallets,,1,100,7/17/2015,
20571974,Receiver General,PO-9105,42,CA-E,,,-1,,
20571974,Minister of Finance BC,PO-9105,43,CA-E,,,-1,,
20583107,Receiver General,PO-9106,88,CA-E,,,-1,,
20583107,Minister of Finance BC,PO-9106,89,CA-E,,,-1,,
20584067,,PO-9107,1,10293,In Transit,1,6550,11/5/2015,9/26/2015
20594819,,PO-9108,1,Translation,,1,1,7/13/2015,
20603928,,PO-9109,1,Consulting & Contract Services,,1,50000,10/10/2015,
20604549,,PO-9110,1,SAMPLES - ALL DEPARTMENTS,,1,1080.37,10/1/2015,
20607648,Receiver General,PO-9115,88,CA-E,,,-1,,
20607648,Minister of Finance BC,PO-9115,89,CA-E,,,-1,,
20607861,Receiver General,PO-9116,89,CA-E,,,-1,,
20607861,Minister of Finance BC,PO-9116,90,CA-E,,,-1,,
20613498,,PO-9117,1,Prepaid Marketing Expenses,,1,41728,7/14/2015,
20616329,Receiver General,PO-9119,14,CA-E,,,-1,,
20616329,Minister of Finance BC,PO-9119,15,CA-E,,,-1,,
20616341,Receiver General,PO-9122,23,CA-E,,,-1,,
20616341,Minister of Finance BC,PO-9122,24,CA-E,,,-1,,
20616349,Receiver General,PO-9123,23,CA-E,,,-1,,
20616349,Minister of Finance BC,PO-9123,24,CA-E,,,-1,,
20616775,Receiver General,PO-9124,14,CA-E,,,-1,,
20616775,Minister of Finance BC,PO-9124,15,CA-E,,,-1,,
20616892,Receiver General,PO-9125,14,CA-E,,,-1,,
20616892,Minister of Finance BC,PO-9125,15,CA-E,,,-1,,
20617001,Receiver General,PO-9126,14,CA-E,,,-1,,
20617001,Minister of Finance BC,PO-9126,15,CA-E,,,-1,,
20617932,Receiver General,PO-9127,204,CA-E,,,-1,,
20617932,Minister of Finance BC,PO-9127,205,CA-E,,,-1,,
20620286,,PO-9128,3,Supplier Packaging Surcharge,,3,936,,
20623914,Receiver General,PO-9133,8,CA-E,,,-1,,
20623914,Minister of Finance BC,PO-9133,9,CA-E,,,-1,,
20625562,Receiver General,PO-9134,126,CA-E,,,-1,,
20625562,Minister of Finance BC,PO-9134,127,CA-E,,,-1,,
20625572,Receiver General,PO-9135,8,CA-E,,,-1,,
20625572,Minister of Finance BC,PO-9135,9,CA-E,,,-1,,
20625573,Receiver General,PO-9136,29,CA-E,,,-1,,
20625573,Minister of Finance BC,PO-9136,30,CA-E,,,-1,,
20625786,Receiver General,PO-9137,133,CA-E,,,-1,,
20625786,Minister of Finance BC,PO-9137,134,CA-E,,,-1,,
20652023,Receiver General,PO-9143,222,CA-E,,,-1,,
20652023,Minister of Finance BC,PO-9143,223,CA-E,,,-1,,
20654526,Receiver General,PO-9144,21,CA-E,,,-1,,
20654526,Minister of Finance BC,PO-9144,22,CA-E,,,-1,,
20695217,,PO-9146,1,Cartons,,1,2,7/16/2015,
20695217,,PO-9146,2,Cartons,,2,12,7/16/2015,
20695217,,PO-9146,3,Cartons,,3,20,7/16/2015,
20695217,,PO-9146,4,Cartons,,4,3,7/16/2015,
20695217,,PO-9146,5,Packaging Supplies,,5,1,7/16/2015,
20695217,,PO-9146,6,Packaging Supplies,,6,1,7/16/2015,
20695217,,PO-9146,7,Packaging Supplies,,7,1,7/16/2015,
20695217,,PO-9146,8,Packaging Supplies,,8,1,7/16/2015,
20695217,,PO-9146,9,Packaging Supplies,,9,6,7/16/2015,
20695217,,PO-9146,10,Packaging Supplies,,10,2,7/16/2015,
20695217,,PO-9146,11,Packaging Supplies,,11,3,7/16/2015,
20695217,,PO-9146,12,Packaging Supplies,,12,2,7/16/2015,
20695217,,PO-9146,13,Packaging Supplies,,13,132,7/16/2015,
20695217,,PO-9146,14,Packaging Supplies,,14,1,7/16/2015,
20695217,,PO-9146,15,Repairs & Maintenance,,15,2,7/16/2015,
20695217,,PO-9146,16,Repairs & Maintenance,,16,1,7/16/2015,
20695217,,PO-9146,17,Repairs & Maintenance,,17,1,7/16/2015,
20695217,,PO-9146,18,Repairs & Maintenance,,18,1,7/16/2015,
20695217,,PO-9146,19,Repairs & Maintenance,,19,1,7/16/2015,
20695217,,PO-9146,20,Repairs & Maintenance,,20,1,7/16/2015,
20699729,,PO-9147,1,Product Development,,1,898.07,7/20/2015,
20715597,,PO-9149,1,8001806,,1,274,1/25/2016,
20715602,,PO-9150,1,8001889,,1,280,1/25/2016,
20731604,Receiver General,PO-9151,81,CA-E,,,-1,,
20731604,Minister of Finance BC,PO-9151,82,CA-E,,,-1,,
20731617,Receiver General,PO-9152,81,CA-E,,,-1,,
20731617,Minister of Finance BC,PO-9152,82,CA-E,,,-1,,
20733485,Receiver General,PO-9153,77,CA-E,,,-1,,
20733485,Minister of Finance BC,PO-9153,78,CA-E,,,-1,,
20733491,Receiver General,PO-9154,14,CA-E,,,-1,,
20733491,Minister of Finance BC,PO-9154,15,CA-E,,,-1,,
20734638,Receiver General,PO-9157,28,CA-E,,,-1,,
20734638,Minister of Finance BC,PO-9157,29,CA-E,,,-1,,
20746105,Receiver General,PO-9158,14,CA-E,,,-1,,
20746105,Minister of Finance BC,PO-9158,15,CA-E,,,-1,,
20751197,,PO-9159,1,SAMPLES - ALL DEPARTMENTS,,1,1,7/17/2015,
20752315,,PO-9160,1,Prepaid Marketing Expenses,,1,3000,7/17/2015,
20799347,,PO-9161,1,SAMPLES - ALL DEPARTMENTS,,1,1,7/19/2015,
20799347,,PO-9161,2,SAMPLES - ALL DEPARTMENTS,,2,1,7/19/2015,
20814015,,PO-9162,1,Fixed Assets/PPE - NCA,,1,22840,7/20/2015,
20821848,Receiver General,PO-9163,70,CA-E,,,-1,,
20821848,Minister of Finance BC,PO-9163,71,CA-E,,,-1,,
20831794,CUS-17000031 Academy Sport,PO-9166,1,100327,,1,108,,
20844627,,PO-9168,1,140004,In Transit,1,537,11/23/2015,10/2/2015
20844728,,PO-9169,1,140004,In Transit,1,537,11/23/2015,10/2/2015
20850840,,PO-9171,4,CARTONS_CN,In Transit,4,2,10/13/2015,9/18/2015
20851741,,PO-9172,4,CARTONS_CN,In Transit,4,2,10/13/2015,9/18/2015
20851742,,PO-9173,4,CARTONS_CN,In Transit,4,2,10/13/2015,9/18/2015
20851744,,PO-9175,2,Supplier Freight Surcharge,,2,574,11/1/2015,
20851847,,PO-9178,1,100141,In Transit,1,263,10/30/2015,10/2/2015
20851848,,PO-9179,1,100141,In Transit,1,263,10/30/2015,10/2/2015
20851849,,PO-9180,1,100141,In Transit,1,263,10/30/2015,10/2/2015
20851950,,PO-9181,1,100141,In Transit,1,263,11/4/2015,10/2/2015
20851951,,PO-9182,1,100141,In Transit,1,263,11/4/2015,10/2/2015
20852052,,PO-9183,1,100141,In Transit,1,263,11/4/2015,10/2/2015
20852553,,PO-9184,2,CARTONS_CN,In Transit,2,2,10/13/2015,9/13/2015
20852554,,PO-9185,2,CARTONS_CN,In Transit,2,2,10/13/2015,9/13/2015
20852555,,PO-9186,2,CARTONS_CN,In Transit,2,2,10/12/2015,9/15/2015
20852556,,PO-9187,2,CARTONS_CN,In Transit,2,2,10/12/2015,9/15/2015
20852557,,PO-9188,2,CARTONS_CN,,2,2,10/25/2015,
20852858,,PO-9189,2,CARTONS_CN,In Transit,2,7,10/15/2015,9/15/2015
