Internal ID,AdID PI,PI Purchased (Item PI),Market Channel,Ad ID,Media Agency,Origin,Order Week Monday,Order Date,Item,Kits,Value (Product + Shipping)
46463759,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,1984.01
46463759,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46464159,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1420.01
46464461,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100358 BFX MAX TRAINER M3,1,1049.00
46464661,Bowflex Brand,Bowflex HVT,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100551 Bowflex HVT,1,1761.15
46464661,Bowflex Brand,Bowflex HVT,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,IHA-100551 Bowflex HVT Assembly,0,249.00
46465080,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46465080,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,169.00
46465080,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46465182,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,1999.00
46465182,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46465386,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46465386,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,129.00
46465387,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1435.45
46465487,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,1980.49
46465487,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46465791,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,IHA-100456 BOWFLEX TC100 ASSEMBLY,0,249.00
46465794,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
46465794,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
46465794,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100340 BFX 4.1 Bench,0,139.30
46465895,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46466032,Treadclimber,Bowflex Max Trainer,Short Form,CAM49420 CI**N5MNTRC5MTIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1449.00
46466032,Treadclimber,Bowflex Max Trainer,Short Form,CAM49420 CI**N5MNTRC5MTIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,129.00
46466041,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1543.22
46466341,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46466443,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100358 BFX MAX TRAINER M3,1,1002.97
46466443,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,79.00
46466544,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,2084.43
46466544,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46466642,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,2349.00
46466642,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100131 BFX 552 Dumbbell Kit,1,246.04
46467050,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,1976.00
46467050,Bowflex Max Trainer,Treadclimber,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46467361,Treadclimber,Treadclimber,Online Search,CAM32595 SAWDOSBIT,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100456 BFX TC100 TREADCLIMBER,1,1999.00
46467906,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1320.00
46467907,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
46467907,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100340 BFX 4.1 Bench,0,139.30
46467907,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
46468327,Treadclimber,Treadclimber,Online Search,CAM49424 DOSG2T,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100457 BFX TC200 TREADCLIMBER,1,2549.00
46468742,Bowflex HVT,Results Treadmill,Short Form,CAM51148 GRITN120HVTLGTIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100507 BFX BXT216 Treadmill,0,2048.00
46468742,Bowflex HVT,Results Treadmill,Short Form,CAM51148 GRITN120HVTLGTIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100507-PS5 BXT 216 Protection Plan - 5 years (90 days),0,199.00
46468757,Bowflex Home Gyms,Results Elliptical,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/31/2017,8/1/2017,100506 BFX BXE216 Elliptical,0,1799.00
46468878,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100300 BFX SelectTech Stand,0,138.41
46468978,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1449.00
46468978,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,169.00
46468978,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,99.00
46469285,Bowflex Home Gyms,Results Treadmill,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/31/2017,8/1/2017,100501 BFX BXT116 Treadmill,0,1598.00
46469285,Bowflex Home Gyms,Bowflex HVT,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/31/2017,8/1/2017,8012884 BFX Dual Mat,0,108.99
46469289,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,2060.22
46469289,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46469494,Bowflex Brand,,Online Search,CAM49688 SAWDOSBI,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,REMOVAL SERVICE Removal of Equipment - Standalone,0,249.00
46469701,Bowflex Catalog,Bowflex Max Trainer,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1698.00
46469701,Bowflex Catalog,Bowflex Max Trainer,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/31/2017,8/1/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46469701,Bowflex Catalog,Bowflex Max Trainer,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/31/2017,8/1/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
46469701,Bowflex Catalog,Treadclimber,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,123.99
46469702,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46469702,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
46469702,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46469902,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1547.17
46469902,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
46469902,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,99.00
46469902,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46470105,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1422.20
46470208,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100334 BFX XTREME 2SE HOME GYM,1,1399.00
46470208,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,95146 BFX 310# Rod Upgrade,0,.00
46470208,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,10071 Rod Pack  410# upgrade,0,99.00
46470208,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,001-3381 Preacher Curl Attach  Xtr X2,0,139.99
46470213,Bowflex Home Gyms,Bowflex Selecttech Dumbbells,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/31/2017,8/1/2017,100340 BFX 4.1 Bench,0,228.99
46470216,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46470216,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46470431,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,1539.30
46470431,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/31/2017,8/1/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
46470646,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,001-3660 E-Z Curl Bar,0,49.73
46470854,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1533.51
46471059,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46471260,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44948 dofbiefeed1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1449.00
46471977,Bowflex Home Gyms,Results Elliptical,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/31/2017,8/1/2017,100506 BFX BXE216 Elliptical,0,1799.00
46471977,Bowflex Home Gyms,Bowflex HVT,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/31/2017,8/1/2017,8012884 BFX Dual Mat,0,9.99
46471979,Bowflex Home Gyms,Bowflex Selecttech Dumbbells,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/31/2017,8/1/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46471980,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100358 BFX MAX TRAINER M3,1,1049.00
46472082,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46472292,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,2099.00
46472292,Bowflex Max Trainer,Treadclimber,Short Form,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46472498,Bowflex Catalog,Bowflex Max Trainer,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,2099.00
46472498,Bowflex Catalog,Treadclimber,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46472498,Bowflex Catalog,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/31/2017,8/1/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46472605,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1449.00
46472712,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100334 BFX XTREME 2SE HOME GYM,1,1399.00
46472712,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,0,14.99
46472712,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,95146 BFX 310# Rod Upgrade,0,.00
46472921,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46472921,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100300 BFX SelectTech Stand,0,139.00
46472922,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,7/31/2017,8/1/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46472928,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,10071 Rod Pack  410# upgrade,0,219.98
46472928,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,0,23.98
46473853,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100456 BFX TC100 TREADCLIMBER,1,1749.00
46473853,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100456-PS5 TC100 Protection Plan - 5 Years (90 Days),0,199.00
46473853,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,IHA-100456 BOWFLEX TC100 ASSEMBLY,0,249.00
46473953,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100243 BFX BodyTower,0,399.00
46474074,Bowflex Home Gyms,Bowflex Max Trainer,Online Shopping,CAM32080 SAWDOFG2G,Internal,Call Center Internal,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,2099.00
46474074,Bowflex Home Gyms,Treadclimber,Online Shopping,CAM32080 SAWDOFG2G,Internal,Call Center Internal,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46474074,Bowflex Home Gyms,Bowflex Max Trainer,Online Shopping,CAM32080 SAWDOFG2G,Internal,Call Center Internal,7/31/2017,8/1/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
46474074,Bowflex Home Gyms,Bowflex Catalog,Online Shopping,CAM32080 SAWDOFG2G,Internal,Call Center Internal,7/31/2017,8/1/2017,003-4173 Bfx Camelbak Btl (BPA Free)blk,0,13.99
46474090,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46474090,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
46474090,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46474090,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100131-PS1 BST552 Protection Plan - 1 year (90 days),0,29.00
46474180,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,2099.00
46474180,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46474495,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
46474495,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100340 BFX 4.1 Bench,0,199.00
46474495,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100300 BFX SelectTech Stand,0,139.00
46474495,Bowflex Brand,Bowflex UpperCut,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,8001183 BFX PUSH UP BARS,0,14.95
46474495,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,"10172 BFX 79x37"" Mat",0,99.00
46474595,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46474595,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
46474595,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46474697,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1449.00
46474697,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/31/2017,8/1/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46474697,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,99.00
46474803,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,7/31/2017,100359 BFX MAX TRAINER M5,1,1449.00
46474803,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/31/2017,7/31/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46474906,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51622 LMN*N60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46474906,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51622 LMN*N60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
46474906,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51622 LMN*N60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46474906,Bowflex Max Trainer,Treadclimber,Short Form,CAM51622 LMN*N60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,99.00
46475109,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1549.00
46475317,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/31/2017,8/1/2017,100469 BFX Max Trainer M7,1,2099.00
46475317,Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/31/2017,8/1/2017,10293 TRC Machine Mat,0,.00
46475321,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1449.00
46475952,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1449.00
46475952,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
46475952,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/31/2017,8/1/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46476462,Bowflex Brand,Bowflex HVT,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100551 Bowflex HVT,1,1799.00
46476663,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100359 BFX MAX TRAINER M5,1,1449.00
46476663,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/31/2017,8/1/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
