Internal ID,AdID PI,PI Purchased (Item PI),Market Channel,Ad ID,Media Agency,Origin,Order Week Monday,Order Date,Item,Kits,Value (Product + Shipping)
46290675,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46290775,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,1999.00
46290775,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46290877,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1449.00
46291083,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
46291083,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46291189,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM50738 DSEESF17B,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
46291289,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44564 dosbiesl4,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
46291289,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44564 dosbiesl4,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100358-PS5 M3 Protection Plan - 5 years (90 Days),0,109.00
46291289,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44564 dosbiesl4,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100358 MAX TRAINER M3 Assembly,0,169.00
46291493,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
46291693,Bowflex HVT,Bowflex Max Trainer,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
46292093,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
46292093,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,79.00
46292195,Bowflex Brand,Bowflex HVT,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100551 Bowflex HVT,1,1799.00
46292195,Bowflex Brand,Bowflex HVT,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100551-PS5 HVT Protection Plan - 5 years (90 days),0,179.00
46292195,Bowflex Brand,Bowflex HVT,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100551 Bowflex HVT Assembly,0,249.00
46292601,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
46292906,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
46292906,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,99.00
46292906,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,169.00
46293112,Results Treadmill,Bowflex Max Trainer,Online Display,CAM50815 DODG2BXTDL2,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,1949.00
46293112,Results Treadmill,Treadclimber,Online Display,CAM50815 DODG2BXTDL2,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46293854,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
46293854,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,IHA-100358 MAX TRAINER M3 Assembly,0,169.00
46293854,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,79.00
46294263,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1119.30
46294263,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,100131 BFX 552 Dumbbell Kit,1,209.30
46294472,Bowflex Home Gyms,Bowflex HVT,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/24/2017,7/25/2017,100551 Bowflex HVT,1,1799.00
46294681,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
46294781,Bowflex HVT,Bowflex HVT,Electronic - Short Form,CAM50958 DSEHSF17A,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100551 Bowflex HVT,1,1999.00
46294781,Bowflex HVT,Bowflex HVT,Electronic - Short Form,CAM50958 DSEHSF17A,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100551-PS5 HVT Protection Plan - 5 years (90 days),0,179.00
46294781,Bowflex HVT,Bowflex HVT,Electronic - Short Form,CAM50958 DSEHSF17A,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100551 Bowflex HVT Assembly,0,249.00
46294886,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100406 BFX SELECTTECH 560 STAND,0,169.00
46294886,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100340 BFX 4.1 Bench,0,228.99
46294887,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,2096.00
46294887,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46294887,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
46295189,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1749.00
46295190,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,93067 LUBE N WALK TREAD LUBE KIT,0,37.96
46295289,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
46295392,Bowflex Brand,Results Treadmill,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100507 BFX BXT216 Treadmill,0,1799.00
46295392,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100334 BFX XTREME 2SE HOME GYM,1,1399.00
46295392,Bowflex Brand,Results Elliptical,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100500 BFX BXE116 Elliptical,0,1499.00
46295392,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46295392,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,95146 BFX 310# Rod Upgrade,0,.00
46295501,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
46295501,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46295607,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,2099.00
46295607,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46295917,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/24/2017,7/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
46295917,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/24/2017,7/25/2017,100300 BFX SelectTech Stand,0,139.00
46296526,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46296626,Bowflex Brand,Bowflex HVT,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100551 Bowflex HVT,1,1799.00
46296626,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46296728,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1449.00
46296828,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44567 dosg2esl3,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,1999.00
46296828,Bowflex Max Trainer,Treadclimber,Online Search,CAM44567 dosg2esl3,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46296828,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44567 dosg2esl3,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
46296929,Bowflex Home Gyms,Bowflex HVT,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/24/2017,7/25/2017,100551 Bowflex HVT,1,1749.00
46296929,Bowflex Home Gyms,Bowflex HVT,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/24/2017,7/25/2017,IHA-100551 Bowflex HVT Assembly,0,249.00
46296929,Bowflex Home Gyms,Bowflex HVT,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/24/2017,7/25/2017,100551-PS5 HVT Protection Plan - 5 years (90 days),0,179.00
46297031,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1449.00
46297333,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM49998 DODAOLEDL3,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1749.00
46297433,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1449.00
46297433,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46298037,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100358 BFX MAX TRAINER M3,1,1097.52
46298037,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100358-PS5 M3 Protection Plan - 5 years (90 Days),0,109.00
46298037,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100358 MAX TRAINER M3 Assembly,0,169.00
46298137,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1449.00
46298240,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM51525 LAFFN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
46298240,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM51525 LAFFN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
46298240,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM51525 LAFFN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,100340 BFX 4.1 Bench,0,139.30
46298446,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
46298647,Bowflex Revolution,Bowflex Revolution,Un-Sourced,CAM40829 1800REVOLUTION,Internal,Call Center Internal,7/24/2017,7/25/2017,160000 BFX Revolution,1,2799.00
46298647,Bowflex Revolution,Bowflex Home Gyms,Un-Sourced,CAM40829 1800REVOLUTION,Internal,Call Center Internal,7/24/2017,7/25/2017,"000-3667 BFX Machine Mat 37.5 x 95.5""",0,.00
46298647,Bowflex Revolution,Bowflex Revolution,Un-Sourced,CAM40829 1800REVOLUTION,Internal,Call Center Internal,7/24/2017,7/25/2017,IHA-160000 Revolution Assembly,0,299.00
46298654,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,1539.30
46298654,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,69.30
46298654,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,209.00
46298654,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
46298757,Bowflex Revolution,Bowflex Home Gyms,Un-Sourced,CAM40829 1800REVOLUTION,Internal,Call Center Internal,7/24/2017,7/25/2017,100334 BFX XTREME 2SE HOME GYM,1,1199.00
46298757,Bowflex Revolution,Bowflex Home Gyms,Un-Sourced,CAM40829 1800REVOLUTION,Internal,Call Center Internal,7/24/2017,7/25/2017,95146 BFX 310# Rod Upgrade,0,99.00
46298860,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,129.00
46298861,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/24/2017,7/25/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
46298861,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/24/2017,7/25/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
46298861,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/24/2017,7/25/2017,100340 BFX 4.1 Bench,0,139.30
46298861,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/24/2017,7/25/2017,100405-PS3 BST560 Protection Plan - 3 yrs parts/4 yrs electr (90 days),0,69.00
46299062,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
46299062,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,7/24/2017,7/25/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,169.00
46299063,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1447.90
46299064,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,2099.00
46299064,Bowflex Brand,Treadclimber,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46299381,Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46299384,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,1999.00
46299384,Bowflex Brand,Treadclimber,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46299385,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
46299701,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/24/2017,7/25/2017,100457 BFX TC200 TREADCLIMBER,1,2099.30
46299701,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/24/2017,7/25/2017,100457-PS5 TC200 Protection Plan - 5 Years (90 Days),0,299.00
46299804,Bowflex HVT,Bowflex HVT,Un-Sourced,CAM50745 1800HVT,Internal,Call Center Internal,7/24/2017,7/25/2017,100551 Bowflex HVT,1,1799.00
46299804,Bowflex HVT,Bowflex HVT,Un-Sourced,CAM50745 1800HVT,Internal,Call Center Internal,7/24/2017,7/25/2017,100551-PS3 HVT Protection Plan - 3 Years (90 days),0,139.00
46299812,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,7/24/2017,7/25/2017,100457 BFX TC200 TREADCLIMBER,1,2549.00
46299812,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,7/24/2017,7/25/2017,IHA-100457 BOWFLEX TC200 ASSEMBLY,0,249.00
46299812,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,99.00
46299812,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,7/24/2017,7/25/2017,93067 LUBE N WALK TREAD LUBE KIT,0,14.99
46299815,Bowflex Catalog,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/24/2017,7/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
46299815,Bowflex Catalog,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/24/2017,7/25/2017,100300 BFX SelectTech Stand,0,139.00
46299831,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1449.00
46299831,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
46300034,Results Treadmill,Results Treadmill,Un-Sourced,CAM50746 1800RESULTSTREADMILL,Internal,Call Center Internal,7/24/2017,7/25/2017,IHA - BFX TREADMILL BFX TREADMILL ASSEMBLY,0,249.00
46300037,Bowflex Home Gyms,Bowflex HVT,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,7/24/2017,7/25/2017,100551 Bowflex HVT,1,1799.00
46300246,Bowflex Brand,Bowflex Revolution,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,001-7476 Revolution Accessory Rack,0,238.99
46300566,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
46300566,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,108.99
46300566,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/24/2017,7/25/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,79.00
46300878,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/24/2017,7/25/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46300977,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,2099.00
46300977,Bowflex Brand,Treadclimber,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46300977,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,7/24/2017,7/25/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
46300978,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100131 BFX 552 Dumbbell Kit,1,299.00
46301281,Bowflex Catalog,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/24/2017,7/25/2017,100340 BFX 4.1 Bench,0,228.99
46301281,Bowflex Catalog,Bowflex UpperCut,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,7/24/2017,7/25/2017,8001183 BFX PUSH UP BARS,0,18.90
46301631,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45731 DOSBIESL6,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
46301631,Bowflex Max Trainer,Treadclimber,Online Search,CAM45731 DOSBIESL6,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,108.99
46301731,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM37432 dosg2dsl18,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
46301946,Bowflex Brand,Bowflex Revolution,Online Search,CAM37116 dosg2gsl26,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,001-7476 Revolution Accessory Rack,0,238.99
46302051,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1449.00
46302374,Bowflex Brand,Results Treadmill,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,7/24/2017,7/25/2017,100507 BFX BXT216 Treadmill,0,2048.00
46302576,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100469 BFX Max Trainer M7,1,1999.00
46302576,Bowflex Max Trainer,Treadclimber,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46302691,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,7/24/2017,7/25/2017,100457 BFX TC200 TREADCLIMBER,1,2549.00
46302691,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,7/24/2017,7/25/2017,10293 TRC Machine Mat,0,.00
46302691,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,7/24/2017,7/25/2017,93067 LUBE N WALK TREAD LUBE KIT,0,.00
46302794,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100359 BFX MAX TRAINER M5,1,1449.00
46302895,Bowflex Brand,Bowflex HVT,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,7/24/2017,7/25/2017,100551 Bowflex HVT,1,1799.00
