Bowflex Max Trainer,CAM48311 HIS2N180JACKDTIC,1/19/2016,1/19/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48311 HIS2N180JACKDTIC,,1/20/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48311 HIS2N180JACKDTIC,1/21/2016,1/21/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48311 HIS2N180JACKDTIC,1/23/2016,1/23/2016,1/18/2016,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48312 OWN*N180JACKDTIC,1/19/2016,1/19/2016,1/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48312 OWN*N180JACKDTIC,1/23/2016,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48312 OWN*N180JACKDTIC,1/19/2016,1/19/2016,1/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48312 OWN*N180JACKDTIC,1/22/2016,1/22/2016,1/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48313 FYI*N180JACKDTIC,1/20/2016,1/20/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48315 PIVTN180JACKDTIC,1/18/2016,1/18/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48316 SUNDN180JACKDTIC,1/18/2016,1/18/2016,1/18/2016,14,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48316 SUNDN180JACKDTIC,,1/18/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48316 SUNDN180JACKDTIC,1/20/2016,1/20/2016,1/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48316 SUNDN180JACKDTIC,,1/22/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48316 SUNDN180JACKDTIC,1/23/2016,1/23/2016,1/18/2016,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48316 SUNDN180JACKDTIC,,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48319 DISNN60*JACKDTIC,1/23/2016,1/23/2016,1/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48319 DISNN60*JACKDTIC,1/24/2016,1/24/2016,1/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48320 NFLNN60*JACKDTIC,,1/19/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48323 DISMN60*JACKDTIC,,1/19/2016,1/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48323 DISMN60*JACKDTIC,1/23/2016,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48323 DISMN60*JACKDTIC,,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48323 DISMN60*JACKDTIC,1/24/2016,1/24/2016,1/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48335 IDISC120JACKDKST,1/20/2016,1/20/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48415 ACNNL60*HKINGTIC,1/20/2016,1/20/2016,1/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM48415 ACNNL60*HKINGTIC,1/21/2016,1/21/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48417 AHALL60*HKINGTIC,1/18/2016,1/18/2016,1/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM48417 AHALL60*HKINGTIC,1/19/2016,1/19/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48417 AHALL60*HKINGTIC,1/23/2016,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48417 AHALL60*HKINGTIC,1/24/2016,1/24/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48419 ATBSL60*HKINGTIC,1/19/2016,1/19/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48421 ATVLL60*HKINGTIC,,1/19/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48421 ATVLL60*HKINGTIC,1/20/2016,1/20/2016,1/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM48421 ATVLL60*HKINGTIC,1/18/2016,1/18/2016,1/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48423 ALIFL60*HKINGTIC,1/18/2016,1/18/2016,1/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM48423 ALIFL60*HKINGTIC,1/23/2016,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48424 AESPL60*HKINGTIC,1/18/2016,1/18/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48424 AESPL60*HKINGTIC,1/23/2016,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48425 AHGTL60*HKINGTIC,1/19/2016,1/19/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48425 AHGTL60*HKINGTIC,1/21/2016,1/21/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48427 CSISN120JACKDTIC,1/18/2016,1/18/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48427 CSISN120JACKDTIC,1/24/2016,1/24/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48427 CSISN120JACKDTIC,1/19/2016,1/19/2016,1/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48427 CSISN120JACKDTIC,1/20/2016,1/20/2016,1/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48431 CENTN120JACKDTIC,1/23/2016,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48431 CENTN120JACKDTIC,,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48437 ARTSN60*JACKDTIC,1/25/2016,1/18/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48437 ARTSN60*JACKDTIC,1/24/2016,1/24/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48437 ARTSN60*JACKDTIC,,1/19/2016,1/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48438 SCFIN60*JACKDTIC,1/18/2016,1/18/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48438 SCFIN60*JACKDTIC,1/19/2016,1/19/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48438 SCFIN60*JACKDTIC,1/22/2016,1/22/2016,1/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48438 SCFIN60*JACKDTIC,1/23/2016,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48438 SCFIN60*JACKDTIC,1/22/2016,1/22/2016,1/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48440 FOODN60*JACKDTIC,1/19/2016,1/19/2016,1/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48440 FOODN60*JACKDTIC,1/21/2016,1/21/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48484 HALLN60*HKINGTIC,1/21/2016,1/21/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,1/20/2016,1/20/2016,1/18/2016,7,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,,1/20/2016,1/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,1/21/2016,1/21/2016,1/18/2016,4,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,,1/21/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,1/22/2016,1/22/2016,1/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,1/23/2016,1/23/2016,1/18/2016,3,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,,1/23/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,1/24/2016,1/24/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48495 UPTVN120HKINGTIC,1/18/2016,1/18/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48495 UPTVN120HKINGTIC,1/19/2016,1/19/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48495 UPTVN120HKINGTIC,1/20/2016,1/20/2016,1/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48495 UPTVN120HKINGTIC,1/22/2016,1/22/2016,1/18/2016,1,Short Form,Call Center Internal
