Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/2/2015,3/8/2015,4,4946.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/2/2015,3/8/2015,2,2598.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/2/2015,3/8/2015,4,5196.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/2/2015,3/8/2015,3,3597.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/2/2015,3/8/2015,11,14689.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/2/2015,3/8/2015,19,28030.99
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/2/2015,3/8/2015,6,8994.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/2/2015,3/8/2015,15,22234.99
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/2/2015,3/8/2015,3,4297.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/2/2015,3/8/2015,14,18735.98
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,3/2/2015,3/8/2015,8,12142.00
Bowflex Max Trainer,Electronic - Short Form,CAM45388 DSEESF14F,Web,3/2/2015,3/8/2015,2,2598.00
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,3/2/2015,3/8/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/2/2015,3/8/2015,5,7795.00
Bowflex Max Trainer,Online Display,CAM46537 DODNETEDL3,Web,3/2/2015,3/8/2015,1,999.00
Bowflex Max Trainer,Electronic - Short Form,CAM44215 SAWDSEESF14A,Call Center Internal,3/9/2015,3/9/2015,1,1999.10
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,3/9/2015,3/9/2015,6,8194.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/9/2015,3/9/2015,4,4746.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/9/2015,3/9/2015,9,13091.00
Bowflex Max Trainer,Online Search,CAM44539 SAWDOSG2EMOBILE2,Call Center Internal,3/9/2015,3/9/2015,1,1599.00
Bowflex Max Trainer,Short Form,CAM44597 PALLN120BFMAXTIC,Call Center Internal,3/9/2015,3/9/2015,1,1499.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/9/2015,3/9/2015,3,4497.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,3/9/2015,3/9/2015,3,4097.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/9/2015,3/9/2015,15,21885.00
Bowflex Max Trainer,Short Form,CAM47092 NBA*N120BFMAXTIC,Call Center Internal,3/9/2015,3/9/2015,1,1499.00
Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Web,3/9/2015,3/9/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/9/2015,3/9/2015,4,5696.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/9/2015,3/9/2015,23,30777.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/9/2015,3/9/2015,3,4097.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/9/2015,3/9/2015,11,16189.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/9/2015,3/9/2015,2,2598.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/9/2015,3/9/2015,12,17538.00
Bowflex Max Trainer,Online Search,CAM44952 dosbieml1,Web,3/9/2015,3/9/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,3/9/2015,3/9/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,3/9/2015,3/9/2015,2,2748.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/9/2015,3/9/2015,3,4797.00
Bowflex Max Trainer,Electronic - Short Form,CAM44215 SAWDSEESF14A,Call Center Internal,3/9/2015,3/10/2015,1,.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,3/9/2015,3/10/2015,2,2598.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/9/2015,3/10/2015,2,3198.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/9/2015,3/10/2015,7,9142.50
Bowflex Max Trainer,Online Search,CAM44539 SAWDOSG2EMOBILE2,Call Center Internal,3/9/2015,3/10/2015,2,3198.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/9/2015,3/10/2015,7,9693.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Call Center Internal,3/9/2015,3/10/2015,1,1499.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,3/9/2015,3/10/2015,2,2598.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/9/2015,3/10/2015,16,22934.00
Bowflex Max Trainer,Short Form,CAM46677 ION*N120NYMAXTIC,Call Center Internal,3/9/2015,3/10/2015,1,1499.00
Bowflex Max Trainer,Print,CAM46876 P0215GAMEINFMAXM,Call Center Internal,3/9/2015,3/10/2015,1,1599.00
Bowflex Max Trainer,Print,CAM46898 P0315PLAYBOYMAXM,Call Center Internal,3/9/2015,3/10/2015,1,1599.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Third Party Call Center - Evolve,3/9/2015,3/10/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/9/2015,3/10/2015,7,10743.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/9/2015,3/10/2015,9,12691.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/9/2015,3/10/2015,6,8069.95
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/9/2015,3/10/2015,4,5796.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/9/2015,3/10/2015,1,1099.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/9/2015,3/10/2015,7,9506.72
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,3/9/2015,3/10/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/9/2015,3/10/2015,2,3198.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,3/9/2015,3/11/2015,2,2598.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/9/2015,3/11/2015,6,7894.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/9/2015,3/11/2015,8,11492.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/9/2015,3/11/2015,6,7494.00
Bowflex Max Trainer,Electronic - Print,CAM45047 SAWDPEEPRINT14A,Call Center Internal,3/9/2015,3/11/2015,1,1599.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/9/2015,3/11/2015,11,15689.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Third Party Call Center - Evolve,3/9/2015,3/11/2015,1,1449.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/9/2015,3/11/2015,3,4117.53
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/9/2015,3/11/2015,15,22434.99
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/9/2015,3/11/2015,9,13591.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/9/2015,3/11/2015,8,10892.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/9/2015,3/11/2015,1,1099.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/9/2015,3/11/2015,10,13890.00
Bowflex Max Trainer,Online Shopping,CAM44937 dofszefeed1,Web,3/9/2015,3/11/2015,1,1749.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,3/9/2015,3/11/2015,2,3198.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/9/2015,3/11/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM45731 DOSBIESL6,Web,3/9/2015,3/11/2015,1,1099.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,3/9/2015,3/11/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Web,3/9/2015,3/11/2015,2,3248.00
Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,3/9/2015,3/11/2015,1,1099.00
Bowflex Max Trainer,Electronic - Short Form,CAM44191 dseesf14d,Call Center Internal,3/9/2015,3/12/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/9/2015,3/12/2015,2,2598.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/9/2015,3/12/2015,9,13291.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Call Center Internal,3/9/2015,3/12/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Call Center Internal,3/9/2015,3/12/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM44539 SAWDOSG2EMOBILE2,Call Center Internal,3/9/2015,3/12/2015,1,1499.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/9/2015,3/12/2015,2,2598.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,3/9/2015,3/12/2015,1,1599.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/9/2015,3/12/2015,11,16389.00
Bowflex Max Trainer,Electronic - Short Form,CAM45388 DSEESF14F,Call Center Internal,3/9/2015,3/12/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/9/2015,3/12/2015,2,2598.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/9/2015,3/12/2015,7,10193.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/9/2015,3/12/2015,6,7393.99
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/9/2015,3/12/2015,6,8494.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/9/2015,3/12/2015,1,1099.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/9/2015,3/12/2015,6,8394.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/9/2015,3/12/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM45732 DOSBIESL7,Web,3/9/2015,3/12/2015,2,2998.00
Bowflex Max Trainer,Online Display,CAM46537 DODNETEDL3,Web,3/9/2015,3/12/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,3/9/2015,3/12/2015,1,1099.00
Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,3/9/2015,3/12/2015,1,1599.00
Bowflex Max Trainer,Online Display,CAM44220 SAWDODRFE,Call Center Internal,3/9/2015,3/13/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,3/9/2015,3/13/2015,2,3198.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/9/2015,3/13/2015,4,5296.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/9/2015,3/13/2015,6,8294.00
Bowflex Max Trainer,Online Search,CAM44539 SAWDOSG2EMOBILE2,Call Center Internal,3/9/2015,3/13/2015,1,1099.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/9/2015,3/13/2015,5,7295.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Call Center Internal,3/9/2015,3/13/2015,2,3198.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,3/9/2015,3/13/2015,1,1599.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/9/2015,3/13/2015,4,6296.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Third Party Call Center - Evolve,3/9/2015,3/13/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/9/2015,3/13/2015,2,3198.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/9/2015,3/13/2015,9,13091.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/9/2015,3/13/2015,4,5795.99
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/9/2015,3/13/2015,9,12941.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/9/2015,3/13/2015,2,2998.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/9/2015,3/13/2015,8,11242.00
Bowflex Max Trainer,Electronic - Short Form,CAM45388 DSEESF14F,Web,3/9/2015,3/13/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,3/9/2015,3/13/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,3/9/2015,3/13/2015,2,3198.00
Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,3/9/2015,3/13/2015,2,3198.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,3/9/2015,3/14/2015,1,943.40
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/9/2015,3/14/2015,2,2198.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/9/2015,3/14/2015,1,1099.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Call Center Internal,3/9/2015,3/14/2015,1,1099.00
Bowflex Max Trainer,Short Form,CAM44597 PALLN120BFMAXTIC,Call Center Internal,3/9/2015,3/14/2015,1,1599.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/9/2015,3/14/2015,2,3098.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/9/2015,3/14/2015,4,5796.00
Bowflex Max Trainer,Short Form,CAM47094 DTVSL60*NOTSTTIC,Call Center Internal,3/9/2015,3/14/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Third Party Call Center - Evolve,3/9/2015,3/14/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/9/2015,3/14/2015,6,8993.99
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/9/2015,3/14/2015,16,24034.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/9/2015,3/14/2015,7,10693.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/9/2015,3/14/2015,13,18537.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/9/2015,3/14/2015,3,4297.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/9/2015,3/14/2015,12,15351.73
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,3/9/2015,3/14/2015,1,1599.00
Bowflex Max Trainer,Electronic - Short Form,CAM45387 DSEESF14E,Web,3/9/2015,3/14/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,3/9/2015,3/14/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/9/2015,3/14/2015,2,3198.00
Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,Web,3/9/2015,3/14/2015,1,1499.00
Bowflex Max Trainer,Electronic - Print,CAM46882 QRESHAPE,Web,3/9/2015,3/14/2015,1,1848.00
Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,3/9/2015,3/14/2015,1,1099.00
Bowflex Max Trainer,Online Search,CAM47153 DOSBIEML2,Web,3/9/2015,3/14/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/9/2015,3/15/2015,5,7295.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/9/2015,3/15/2015,1,1499.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/9/2015,3/15/2015,2,3098.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/9/2015,3/15/2015,3,4497.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/9/2015,3/15/2015,5,6208.73
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/9/2015,3/15/2015,27,35943.65
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/9/2015,3/15/2015,10,13690.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/9/2015,3/15/2015,17,24783.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/9/2015,3/15/2015,3,3797.00
Bowflex Max Trainer,Online Search,CAM44551 dosg2esl4,Web,3/9/2015,3/15/2015,1,1499.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/9/2015,3/15/2015,12,17236.98
Bowflex Max Trainer,Online Search,CAM44952 dosbieml1,Web,3/9/2015,3/15/2015,2,3198.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,3/9/2015,3/15/2015,3,4697.00
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,3/9/2015,3/15/2015,2,2198.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/9/2015,3/15/2015,1,1599.00
Bowflex Max Trainer,Online Display,CAM46538 DODADCEDL5,Web,3/9/2015,3/15/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,3/9/2015,3/15/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,3/16/2015,3/16/2015,4,5896.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/16/2015,3/16/2015,4,6196.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/16/2015,3/16/2015,3,4097.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/16/2015,3/16/2015,7,8793.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,3/16/2015,3/16/2015,2,3098.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/16/2015,3/16/2015,14,18786.00
Bowflex Max Trainer,Short Form,CAM46908 FOX*NVODNOTSTTIC,Call Center Internal,3/16/2015,3/16/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Third Party Call Center - Evolve,3/16/2015,3/16/2015,1,1449.00
Bowflex Max Trainer,Electronic - Short Form,CAM44187 dseesf14c,Web,3/16/2015,3/16/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/16/2015,3/16/2015,1,1099.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/16/2015,3/16/2015,16,23683.99
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/16/2015,3/16/2015,5,7995.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/16/2015,3/16/2015,7,10992.99
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/16/2015,3/16/2015,2,3348.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/16/2015,3/16/2015,12,17187.99
Bowflex Max Trainer,Online Search,CAM44952 dosbieml1,Web,3/16/2015,3/16/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,3/16/2015,3/16/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,3/16/2015,3/16/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/16/2015,3/16/2015,2,3198.00
Bowflex Max Trainer,Online Search,CAM45732 DOSBIESL7,Web,3/16/2015,3/16/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,3/16/2015,3/16/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,3/16/2015,3/17/2015,4,4221.95
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/16/2015,3/17/2015,4,5796.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/16/2015,3/17/2015,6,9494.10
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/16/2015,3/17/2015,7,10643.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Call Center Internal,3/16/2015,3/17/2015,2,3098.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/16/2015,3/17/2015,5,7495.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Call Center Internal,3/16/2015,3/17/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Third Party Call Center - Evolve,3/16/2015,3/17/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/16/2015,3/17/2015,8,12091.99
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/16/2015,3/17/2015,14,20036.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/16/2015,3/17/2015,3,3797.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/16/2015,3/17/2015,8,10591.99
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/16/2015,3/17/2015,1,1599.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/16/2015,3/17/2015,10,13503.73
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,3/16/2015,3/17/2015,2,2098.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/16/2015,3/17/2015,4,6396.00
Bowflex Max Trainer,Online Search,CAM45731 DOSBIESL6,Web,3/16/2015,3/17/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,3/16/2015,3/17/2015,1,1748.99
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,3/16/2015,3/18/2015,2,2198.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/16/2015,3/18/2015,3,4547.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/16/2015,3/18/2015,8,11492.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/16/2015,3/18/2015,4,5596.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,3/16/2015,3/18/2015,1,1099.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/16/2015,3/18/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Call Center Internal,3/16/2015,3/18/2015,1,1599.00
Bowflex Max Trainer,Electronic - Print,CAM44170 dpeeprint13a,Web,3/16/2015,3/18/2015,1,1599.00
Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Web,3/16/2015,3/18/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/16/2015,3/18/2015,4,5696.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/16/2015,3/18/2015,9,12690.99
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/16/2015,3/18/2015,5,7794.99
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/16/2015,3/18/2015,8,11192.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,3/16/2015,3/18/2015,2,2698.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/16/2015,3/18/2015,5,6495.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,3/16/2015,3/18/2015,1,1498.99
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,3/16/2015,3/18/2015,3,4697.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,3/16/2015,3/18/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,3/16/2015,3/18/2015,1,1098.99
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,3/16/2015,3/19/2015,2,2698.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,3/16/2015,3/19/2015,2,2948.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,3/16/2015,3/19/2015,7,10593.00
Bowflex Max Trainer,Online Search,CAM44539 SAWDOSG2EMOBILE2,Call Center Internal,3/16/2015,3/19/2015,1,1439.10
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,3/16/2015,3/19/2015,3,4597.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,3/16/2015,3/19/2015,2,3198.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,3/16/2015,3/19/2015,6,9143.00
Bowflex Max Trainer,Short Form,CAM45809 USALL60*NOTSTTIC,Call Center Internal,3/16/2015,3/19/2015,1,1499.00
Bowflex Max Trainer,Electronic - Short Form,CAM44187 dseesf14c,Web,3/16/2015,3/19/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,3/16/2015,3/19/2015,2,3098.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,3/16/2015,3/19/2015,17,24312.88
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,3/16/2015,3/19/2015,3,3847.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,3/16/2015,3/19/2015,6,7994.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,3/16/2015,3/19/2015,7,9243.00
