Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,8/31/2015,9/4/2015,1,1439.10
Bowflex Home Gyms,Online Search,CAM31080 dosg2ggl1bf,Web,8/31/2015,9/4/2015,3,3937.08
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,8/31/2015,9/5/2015,2,2998.00
Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,8/31/2015,9/5/2015,1,471.99
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,8/31/2015,9/5/2015,1,1439.10
Bowflex Home Gyms,Online Search,CAM31080 dosg2ggl1bf,Web,8/31/2015,9/5/2015,2,2878.20
Bowflex Home Gyms,Online Search,CAM39440 dosbiggl1bf,Web,8/31/2015,9/5/2015,1,1439.10
Bowflex Revolution,Un-Sourced,CAM40829 1800REVOLUTION,Call Center Internal,8/31/2015,9/5/2015,1,2699.10
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,8/31/2015,9/6/2015,7,13428.40
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,8/31/2015,9/6/2015,1,1439.10
Bowflex Home Gyms,Online Search,CAM31080 dosg2ggl1bf,Web,8/31/2015,9/6/2015,2,2878.20
Bowflex Home Gyms,Electronic - UnSourced,CAM25756 DEGSAWBFG,Call Center Internal,9/7/2015,9/7/2015,1,2699.10
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/7/2015,9/7/2015,5,7655.15
Bowflex Home Gyms,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,9/7/2015,9/7/2015,1,1499.00
Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,9/7/2015,9/7/2015,1,.00
Bowflex Home Gyms,Electronic - Short Form,CAM5676 SAWWEBBF,Call Center Internal,9/7/2015,9/7/2015,1,1119.30
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,9/7/2015,9/7/2015,2,2878.20
Bowflex Home Gyms,Electronic - UnSourced,CAM32136 deggbhg,Web,9/7/2015,9/7/2015,1,1439.10
Bowflex Home Gyms,Online Display,CAM47260 DODCTOGDL1,Web,9/7/2015,9/7/2015,1,2699.10
Bowflex Home Gyms,Electronic - UnSourced,CAM1096 degg1siteg_BFX,Call Center Internal,9/7/2015,9/8/2015,1,2699.10
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/7/2015,9/8/2015,5,7595.10
Bowflex Home Gyms,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,9/7/2015,9/8/2015,1,2699.10
Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,9/7/2015,9/8/2015,3,6137.20
Bowflex Home Gyms,Electronic - UnSourced,CAM32136 deggbhg,Web,9/7/2015,9/8/2015,1,549.00
Bowflex Home Gyms,Electronic - UnSourced,CAM25756 DEGSAWBFG,Call Center Internal,9/7/2015,9/9/2015,1,.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/7/2015,9/9/2015,6,9234.10
Bowflex Home Gyms,Online Display,CAM47243 SAWDODCTOG,Call Center Internal,9/7/2015,9/9/2015,1,1439.10
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/7/2015,9/10/2015,1,1499.00
Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,9/7/2015,9/10/2015,1,29.95
Bowflex Home Gyms,Electronic - Short Form,CAM5676 SAWWEBBF,Call Center Internal,9/7/2015,9/10/2015,1,349.00
Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,9/7/2015,9/10/2015,1,349.00
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,9/7/2015,9/10/2015,1,549.00
Bowflex Home Gyms,Online Search,CAM31080 dosg2ggl1bf,Web,9/7/2015,9/10/2015,1,1439.10
Bowflex Home Gyms,Online Shopping,CAM32062 dofg2gfeed1,Web,9/7/2015,9/10/2015,1,1439.10
Bowflex Home Gyms,Online Search,CAM39440 dosbiggl1bf,Web,9/7/2015,9/10/2015,1,1439.10
Bowflex Home Gyms,Electronic - UnSourced,CAM136 1800NAUTILUS_BFX,Call Center Internal,9/7/2015,9/11/2015,1,1599.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/7/2015,9/11/2015,5,6235.10
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,9/7/2015,9/11/2015,1,1439.10
Bowflex Home Gyms,Online Search,CAM31080 dosg2ggl1bf,Web,9/7/2015,9/11/2015,1,1439.10
Bowflex Home Gyms,Electronic - UnSourced,CAM32136 deggbhg,Web,9/7/2015,9/11/2015,1,1439.10
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/7/2015,9/12/2015,9,14091.10
Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,9/7/2015,9/12/2015,1,1439.10
Bowflex Home Gyms,Electronic - Short Form,CAM5676 SAWWEBBF,Call Center Internal,9/7/2015,9/12/2015,1,1439.10
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,9/7/2015,9/12/2015,4,8776.29
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/7/2015,9/13/2015,3,6097.00
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,9/7/2015,9/13/2015,1,2699.10
